CPU (%),Memory (MB),Disk (MB/s),Network (Mbps),Files Created,Files Deleted,Files Renamed,is_ransomware
80.0,15010.25,231.73,88.28,704,880,789,1
56.31,2815.28,0.39,3.83,80,60,33,0
44.53,1674.84,9.93,2.96,60,52,34,0
96.06,7598.66,193.19,15.73,751,197,537,1
25.45,3746.3,9.92,3.97,97,36,57,0
80.0,10391.53,98.98,66.51,348,980,624,1
47.39,5520.68,2.12,0.94,13,13,48,0
92.09,11913.53,427.59,49.52,784,556,861,1
71.24,12321.74,96.24,50.57,786,285,265,1
84.76,10921.17,190.24,95.17,486,132,504,1
72.75,10577.94,359.15,27.66,120,789,915,1
87.79,12011.47,54.16,9.45,262,412,522,1
61.11,1024.61,11.25,4.78,91,97,69,0
92.03,11335.23,223.07,13.53,422,708,107,1
88.32,10379.04,459.43,61.24,827,997,353,1
74.46,13566.67,317.59,75.18,856,554,533,1
68.9,5905.07,4.85,2.44,9,26,12,0
66.3,4585.9,14.14,2.72,63,0,6,0
19.6,1499.38,9.96,3.79,47,71,30,0
45.94,1510.61,10.3,1.48,51,26,33,0
80.96,11984.05,339.66,81.01,705,332,951,1
89.92,10243.76,267.16,86.38,672,471,581,1
92.77,15341.01,428.57,12.11,207,832,582,1
83.78,9104.39,228.48,34.76,483,348,290,1
87.86,7040.59,203.49,99.15,350,459,241,1
30.12,4264.14,1.94,0.12,43,53,72,0
16.05,454.54,12.56,1.81,71,2,35,0
47.28,1455.21,9.28,4.97,57,37,10,0
86.92,12488.87,139.23,33.24,827,523,702,1
45.85,2378.21,4.0,3.93,48,0,22,0
50.31,4716.63,8.31,3.84,11,82,97,0
72.86,12277.05,214.26,8.76,933,930,892,1
97.82,14430.92,212.65,58.74,484,917,515,1
98.03,14762.8,368.21,97.79,572,259,220,1
35.6,1569.22,1.51,3.07,80,47,39,0
32.33,5623.87,14.47,4.01,65,59,75,0
2.04,1168.47,0.59,2.31,45,11,99,0
80.39,13536.02,476.33,38.27,286,667,361,1
36.24,3469.23,5.44,3.61,90,67,34,0
47.13,278.35,1.18,0.68,56,62,68,0
68.7,2642.69,14.37,0.82,78,77,58,0
52.43,426.28,10.33,4.94,99,46,70,0
82.69,9768.18,219.09,96.72,546,757,451,1
35.77,5773.83,11.94,1.79,26,13,97,0
95.09,7335.71,473.1,9.91,574,454,964,1
71.56,14718.0,237.32,79.76,387,733,228,1
32.15,4963.65,14.52,1.87,51,62,77,0
21.71,5512.61,14.46,3.35,52,89,33,0
78.27,11479.06,484.94,25.45,913,448,852,1
49.07,1306.39,1.01,0.53,92,85,77,0
21.99,4049.25,2.91,2.89,84,33,89,0
72.1,10088.78,212.73,24.0,477,574,389,1
98.23,12790.8,429.34,59.42,375,358,796,1
91.11,13966.88,306.98,34.6,285,280,269,1
46.6,1742.46,8.07,2.37,76,70,29,0
99.18,14213.91,93.16,34.07,368,312,283,1
82.35,15408.82,204.68,7.78,903,318,562,1
37.12,4823.71,6.61,4.82,5,3,88,0
35.77,4487.88,6.87,2.91,62,18,35,0
5.15,4074.0,7.06,0.09,16,92,32,0
42.46,4072.54,13.07,2.18,34,67,14,0
92.14,14654.22,454.73,23.54,359,303,682,1
75.27,7239.64,120.46,75.93,244,632,940,1
50.73,1973.48,7.93,3.33,62,98,69,0
78.76,11100.49,362.9,7.09,719,202,609,1
93.04,6681.53,65.76,12.99,912,663,220,1
48.16,1882.54,5.63,3.67,30,66,52,0
99.23,12942.69,241.98,65.38,409,615,694,1
76.82,15647.37,286.47,35.03,796,544,648,1
92.06,15311.98,335.81,80.59,949,921,323,1
37.83,738.92,5.41,4.8,95,79,86,0
86.84,12433.0,86.53,71.78,764,165,772,1
82.64,9804.36,25.89,58.19,200,149,283,1
55.78,5871.85,11.43,1.23,61,52,98,0
19.43,3183.67,8.14,3.51,28,41,58,0
89.68,6543.04,405.79,64.16,829,787,806,1
97.37,14071.61,466.41,75.28,253,814,142,1
81.56,14542.77,318.35,94.11,784,761,494,1
33.0,1984.92,4.36,1.9,18,44,52,0
84.0,9831.88,490.39,7.22,374,115,705,1
92.25,9176.59,247.32,49.19,150,686,709,1
73.39,10707.46,250.19,64.21,796,902,382,1
67.77,5916.28,12.81,3.24,4,12,100,0
46.76,1113.17,6.93,1.01,10,74,26,0
82.9,11388.42,51.27,35.14,191,350,897,1
80.12,6140.19,455.05,73.05,525,327,647,1
47.22,2050.05,10.14,1.73,68,58,10,0
93.95,14011.35,421.84,89.91,485,971,919,1
99.57,7618.4,471.31,64.84,480,851,125,1
80.69,12615.26,296.59,40.63,778,596,924,1
90.61,8638.6,197.92,83.24,161,459,613,1
72.71,13542.81,125.95,92.62,211,446,943,1
29.44,3296.39,7.72,0.32,34,63,1,0
73.04,6941.29,31.82,4.7,592,218,805,1
88.64,8289.9,400.24,23.91,870,593,464,1
94.77,10028.26,419.01,26.2,174,582,222,1
99.09,10428.96,378.17,73.59,415,441,228,1
71.92,13749.63,117.82,5.25,194,949,585,1
49.53,1232.37,14.38,0.91,93,77,36,0
79.78,11820.16,295.84,88.58,962,908,489,1
91.21,11034.44,279.99,73.85,940,544,245,1
76.53,14286.26,484.19,63.87,771,467,294,1
24.81,1909.29,12.17,2.57,43,3,65,0
10.91,2427.36,10.83,0.77,76,22,20,0
72.93,15368.71,288.56,78.71,407,891,644,1
10.66,3355.5,8.5,3.26,35,76,96,0
93.33,11626.4,69.34,60.99,499,923,396,1
72.02,12756.89,199.42,67.02,652,953,789,1
92.43,14111.62,385.17,11.81,806,460,373,1
90.84,8468.1,320.05,72.51,362,435,362,1
99.91,10997.85,230.81,9.19,637,946,469,1
88.79,15865.82,358.57,99.15,290,710,569,1
36.45,2712.58,5.39,1.14,44,33,91,0
64.2,2873.38,10.94,2.69,40,41,24,0
38.93,3948.24,0.2,4.35,32,71,92,0
71.84,12426.44,110.23,70.66,394,451,286,1
95.69,10993.18,136.58,37.35,306,574,560,1
90.03,14168.52,345.58,54.82,256,470,428,1
65.54,610.57,4.63,4.37,44,7,70,0
97.9,11387.06,226.07,81.02,871,172,814,1
4.4,2539.17,0.26,4.7,46,52,54,0
73.23,8707.36,385.36,35.75,373,452,513,1
20.12,3744.45,0.61,2.01,57,65,6,0
1.49,4871.14,8.86,4.84,67,63,95,0
55.33,1908.69,1.98,0.02,33,76,69,0
11.14,898.6,4.01,4.19,33,43,73,0
17.07,4315.25,10.63,4.03,18,0,61,0
72.68,8505.59,450.53,48.39,705,255,705,1
95.43,7094.97,301.84,95.63,495,899,364,1
15.63,5568.04,9.78,1.19,35,75,29,0
55.77,5317.29,13.58,1.25,60,80,12,0
75.65,13922.13,345.06,97.37,746,687,746,1
23.53,3903.31,6.52,4.25,29,42,80,0
87.17,12776.2,58.03,86.95,164,381,723,1
47.18,5446.12,8.85,3.12,23,32,29,0
54.62,2622.7,4.47,2.27,86,47,6,0
34.7,2795.63,7.94,1.65,8,61,53,0
98.35,7521.23,191.38,32.27,607,691,909,1
78.04,9294.9,274.81,48.72,140,130,339,1
85.79,12398.32,41.55,76.49,559,498,543,1
37.66,3299.46,3.62,2.92,92,12,16,0
78.82,10309.76,451.8,39.13,232,108,418,1
88.07,13260.37,228.86,61.99,715,364,346,1
77.59,10310.83,498.0,55.87,217,565,855,1
68.86,5018.53,14.86,2.59,1,53,96,0
80.31,8052.75,164.82,33.69,263,437,625,1
79.3,9894.18,39.87,45.4,581,124,550,1
87.33,10029.54,165.89,10.6,667,760,661,1
80.78,15829.83,497.68,82.45,863,478,770,1
33.92,2261.37,9.02,2.8,21,23,50,0
30.06,1315.72,7.86,3.21,56,44,30,0
90.11,7288.05,187.65,10.81,376,282,869,1
92.76,14297.82,445.74,90.9,512,207,740,1
9.47,3998.6,0.72,1.53,1,94,36,0
45.38,5178.58,5.23,1.62,46,39,34,0
33.59,402.89,1.47,3.96,70,77,2,0
71.81,15652.74,338.82,46.13,234,104,577,1
3.36,4828.23,12.81,2.47,92,40,62,0
86.9,8548.42,421.55,38.53,627,490,924,1
93.48,9874.75,132.38,73.8,844,614,451,1
88.01,11736.97,474.48,93.41,629,165,767,1
74.93,7236.32,473.02,32.86,767,633,510,1
65.92,3091.65,7.62,0.52,50,97,45,0
98.51,9540.99,430.11,8.32,460,575,330,1
38.3,3974.89,12.01,2.87,55,20,63,0
79.75,14371.06,495.48,7.94,404,928,831,1
7.8,288.87,9.73,3.12,26,71,16,0
93.94,11365.01,473.78,86.17,826,732,884,1
82.36,6598.82,27.11,39.69,917,861,335,1
89.56,15888.47,490.58,81.13,214,844,505,1
92.42,12176.36,31.35,91.44,667,330,301,1
90.17,6968.84,448.92,62.3,831,657,228,1
56.47,5821.51,7.88,4.4,37,24,37,0
71.02,12175.24,112.3,44.46,323,476,727,1
13.18,148.33,10.97,4.68,83,52,34,0
71.01,15688.53,415.97,23.33,560,712,281,1
6.2,3565.74,8.99,4.28,44,66,27,0
38.02,4344.87,6.77,1.44,68,61,79,0
32.3,4411.85,12.22,1.83,28,81,50,0
88.1,13291.44,243.29,59.48,364,466,308,1
53.41,3611.64,6.77,4.86,51,70,8,0
58.84,5383.53,11.7,2.61,1,35,98,0
60.72,4643.9,2.15,2.14,34,96,78,0
62.77,1615.66,11.25,0.59,69,69,32,0
87.37,8407.34,485.37,36.79,221,810,202,1
56.2,2433.42,11.93,4.78,75,54,74,0
62.47,5543.11,1.48,3.49,18,87,65,0
25.91,575.5,3.82,0.49,83,68,97,0
22.1,581.58,11.94,2.36,72,76,89,0
96.22,6083.6,434.83,71.48,817,976,485,1
40.82,1360.02,6.86,1.86,81,61,77,0
4.23,4950.92,4.83,2.81,92,47,88,0
46.0,3343.52,12.77,4.54,86,3,96,0
87.98,9313.79,15.74,5.15,662,978,663,1
44.1,5795.93,1.78,1.84,62,42,74,0
54.26,2159.27,4.41,2.23,30,85,37,0
18.75,1731.15,6.71,4.73,62,85,77,0
97.76,9017.9,170.6,43.61,426,643,468,1
61.57,2599.07,12.09,4.25,65,70,61,0
46.71,5226.33,7.45,4.0,9,48,33,0
53.7,5860.07,8.95,2.79,29,26,90,0
72.46,11546.88,94.38,36.01,430,503,635,1
17.81,83.53,10.08,4.65,29,67,76,0
24.94,4582.13,8.62,3.94,8,98,52,0
85.57,8421.94,444.4,69.47,607,127,158,1
53.84,946.76,12.57,1.24,67,50,41,0
36.26,681.17,10.19,2.06,27,91,49,0
79.89,11285.68,290.9,5.12,816,658,789,1
57.32,5568.44,1.36,1.19,50,44,91,0
81.74,13435.33,183.97,10.49,121,209,647,1
83.11,8265.49,178.02,62.96,695,881,346,1
94.79,12962.7,151.33,88.87,250,510,359,1
84.83,9372.93,15.54,36.24,285,322,946,1
10.43,4007.23,6.22,2.8,57,34,25,0
13.32,1130.21,9.19,1.42,71,75,82,0
87.99,13236.52,306.8,78.89,887,759,589,1
92.15,7970.48,201.26,43.17,989,437,558,1
62.58,1671.24,8.63,0.92,9,45,46,0
10.01,2628.05,14.06,3.97,5,23,58,0
59.94,1943.5,0.68,1.35,7,15,83,0
61.32,3925.79,9.14,0.14,19,15,82,0
9.34,3768.82,13.49,2.24,24,70,23,0
1.87,4258.27,1.22,3.31,37,57,46,0
80.35,12233.28,261.98,51.53,359,421,745,1
54.45,3615.13,10.87,3.09,26,34,14,0
18.9,3371.72,3.39,1.68,1,40,3,0
52.65,1699.58,11.35,4.25,70,90,28,0
79.82,14767.55,494.34,47.26,434,635,838,1
79.7,6796.0,81.23,91.59,885,642,537,1
82.65,6836.16,487.4,86.14,356,108,546,1
93.16,9255.47,427.08,38.36,420,160,141,1
75.11,12482.73,454.19,81.18,625,629,628,1
94.66,8078.41,203.2,9.29,638,657,443,1
56.02,5859.17,7.32,2.55,25,16,3,0
26.9,3965.56,1.07,0.56,37,92,33,0
75.72,8925.13,499.49,97.01,888,121,987,1
79.62,14390.49,265.16,99.3,228,217,119,1
93.72,11321.02,103.84,41.73,249,735,148,1
88.77,12457.29,469.22,84.75,967,189,679,1
76.27,11889.33,441.43,40.94,648,215,201,1
48.91,4798.24,4.84,2.58,41,38,78,0
69.32,4153.72,7.03,3.17,48,22,92,0
84.05,13336.21,330.68,39.53,584,110,599,1
30.09,2987.94,5.09,4.5,67,21,34,0
32.47,5200.35,10.17,4.37,43,15,63,0
58.92,852.42,1.71,0.12,69,52,95,0
77.45,10274.98,176.88,93.1,617,900,212,1
46.82,4537.85,3.91,3.16,84,10,19,0
74.0,10214.47,333.66,70.79,952,172,424,1
98.86,6294.96,267.64,53.49,256,444,626,1
25.92,1428.35,13.28,2.73,21,73,5,0
27.42,5463.34,0.7,1.34,79,5,48,0
40.59,2821.08,6.54,4.45,9,17,100,0
7.54,1318.83,4.13,2.67,58,8,8,0
86.61,10550.66,44.16,94.2,916,191,700,1
75.52,6962.67,252.49,25.05,274,655,814,1
29.6,2056.29,14.42,2.96,85,99,29,0
77.81,13157.74,32.94,30.28,909,965,442,1
82.63,10985.41,117.62,3.35,934,345,872,1
96.88,13392.41,485.17,3.64,599,669,902,1
94.54,11318.94,128.12,70.15,639,982,108,1
9.23,3628.15,8.09,1.15,12,10,50,0
27.93,932.7,2.13,4.68,31,81,10,0
68.94,4586.51,5.26,0.34,44,67,69,0
15.25,2784.01,12.29,1.18,13,59,84,0
60.73,3727.89,2.04,3.73,44,48,5,0
94.27,11536.45,90.58,91.53,530,159,962,1
71.1,8312.34,135.32,8.54,242,494,698,1
52.01,668.46,6.18,0.53,65,62,9,0
37.69,2290.62,0.66,0.39,25,5,11,0
78.92,11483.67,340.42,76.78,386,542,252,1
73.69,13767.85,371.71,96.07,545,865,646,1
50.06,5126.73,13.33,0.32,37,55,1,0
9.27,5729.96,9.53,3.36,72,75,77,0
81.84,10819.29,153.07,49.39,555,435,592,1
46.07,5273.22,11.26,1.87,18,37,71,0
29.12,2955.32,3.37,2.7,47,68,52,0
8.47,2607.69,14.55,4.37,9,73,30,0
89.73,7004.96,25.24,20.98,104,720,404,1
30.67,4179.42,1.47,3.73,84,33,9,0
62.52,3124.19,1.01,2.93,53,67,90,0
65.51,3888.42,3.69,1.13,9,7,42,0
42.77,4129.14,14.62,3.41,53,10,59,0
50.74,1101.0,12.32,3.83,41,94,4,0
28.4,1128.75,11.95,4.92,33,54,61,0
96.97,9275.71,211.02,68.18,527,938,531,1
79.8,8585.88,281.16,20.82,493,809,107,1
73.44,15896.45,466.46,96.6,304,212,955,1
59.64,55.89,13.16,4.16,54,51,87,0
59.15,3755.24,9.91,0.23,84,84,61,0
94.35,8523.63,233.68,39.75,216,697,303,1
16.7,2625.89,1.83,0.58,3,69,54,0
74.03,10519.0,278.45,19.96,436,614,948,1
33.94,4757.74,9.35,2.26,91,81,22,0
84.65,12973.02,56.89,23.39,624,242,751,1
84.59,6961.76,412.9,59.26,752,322,124,1
31.32,4740.7,2.54,0.2,56,70,86,0
33.89,364.92,2.87,0.35,32,56,74,0
99.3,12637.78,283.71,81.49,547,191,274,1
44.87,894.91,4.03,2.48,65,21,62,0
70.23,15251.86,321.88,86.23,689,320,403,1
5.25,1170.54,6.05,3.64,10,86,38,0
85.1,11882.18,117.67,27.49,105,387,600,1
89.39,13733.45,351.91,65.18,310,854,482,1
73.16,13266.36,79.49,96.37,304,396,183,1
28.59,1199.59,11.11,0.32,7,4,9,0
18.78,4670.62,4.82,1.14,72,88,97,0
64.64,2094.32,13.8,4.17,83,41,82,0
70.29,15371.98,314.41,35.81,885,574,240,1
20.51,3645.35,0.66,0.44,100,88,33,0
88.68,12036.21,497.23,43.64,427,459,335,1
42.07,1287.41,4.26,2.0,5,1,12,0
65.79,1274.66,6.12,1.49,15,50,31,0
98.26,14156.89,298.76,55.35,176,440,806,1
91.65,6263.6,44.25,88.47,173,998,881,1
40.63,1870.05,1.32,4.66,37,60,63,0
70.58,10372.47,51.62,46.03,532,738,417,1
32.62,5423.18,0.75,3.85,22,33,90,0
32.87,4064.2,11.19,2.24,81,85,35,0
18.83,4488.66,9.41,4.54,67,9,10,0
55.96,1651.81,11.36,3.84,20,82,47,0
63.63,1817.94,11.8,3.78,89,98,19,0
56.81,4571.59,4.38,4.87,0,85,3,0
28.2,5784.74,4.57,2.31,87,32,80,0
69.42,520.15,3.67,2.81,43,30,26,0
90.71,9549.8,463.6,41.32,452,633,841,1
96.87,6811.38,331.76,36.45,868,123,763,1
51.15,889.08,12.95,3.95,68,39,44,0
60.61,995.61,1.37,4.76,94,99,51,0
80.19,14661.19,311.48,54.33,536,519,527,1
53.05,5688.03,0.67,4.56,85,56,34,0
20.48,5268.8,3.47,0.23,100,42,60,0
49.78,1477.54,4.6,2.86,83,38,3,0
51.57,2220.54,10.89,2.12,66,69,83,0
70.53,13025.45,219.31,66.95,529,952,310,1
57.84,763.76,10.57,4.8,87,19,48,0
90.55,9818.86,19.44,15.81,399,429,113,1
60.59,3992.4,14.01,3.06,30,19,71,0
86.77,12352.52,286.2,96.43,659,181,180,1
85.28,12717.89,300.13,40.91,387,995,594,1
50.71,3934.58,7.51,1.18,35,65,79,0
58.72,302.31,3.69,4.11,13,87,16,0
6.62,5107.12,11.53,3.19,90,14,72,0
90.97,6124.2,144.42,65.5,816,589,896,1
85.27,6100.03,183.43,25.09,288,291,921,1
95.82,13869.95,491.57,53.07,163,785,767,1
14.74,5058.43,1.2,4.65,42,65,83,0
34.2,4556.44,14.82,2.52,13,56,60,0
83.38,11174.03,493.49,52.27,722,494,772,1
70.21,15960.1,287.45,38.55,792,726,872,1
32.73,2960.69,8.27,3.68,73,2,67,0
48.38,3904.38,3.66,0.9,59,79,57,0
12.3,4112.02,1.91,4.43,1,17,68,0
25.59,4443.25,0.53,4.58,48,38,45,0
67.9,345.08,0.05,0.57,96,48,75,0
70.94,15855.1,111.14,42.78,238,506,938,1
75.15,9751.2,456.56,13.18,634,156,935,1
86.87,11266.76,98.24,85.56,181,964,762,1
14.39,141.96,10.92,4.76,2,56,37,0
62.1,2301.16,13.33,1.12,38,53,22,0
86.69,12087.22,351.96,93.9,672,211,680,1
70.78,12543.62,252.23,80.76,673,675,261,1
22.97,1598.9,12.16,1.78,6,17,73,0
83.28,8197.19,46.26,88.7,512,770,909,1
29.24,1491.17,8.98,2.63,15,12,63,0
15.01,4180.71,13.9,3.22,16,81,17,0
27.72,3786.11,9.07,3.7,44,71,47,0
92.32,14320.13,407.2,51.44,630,110,896,1
97.33,7895.44,415.08,58.95,143,310,432,1
83.46,11546.09,422.35,70.09,227,751,568,1
28.77,5408.23,7.83,4.8,87,61,76,0
92.84,14920.8,387.83,8.24,213,769,366,1
7.0,4946.53,10.91,1.68,70,38,84,0
75.63,6366.26,146.81,99.02,429,172,834,1
70.72,14998.46,108.71,64.63,897,198,493,1
45.94,299.45,1.91,2.79,13,67,75,0
71.31,9426.42,447.98,64.13,565,101,369,1
74.74,6136.85,482.25,46.16,285,377,222,1
70.8,8101.18,254.6,33.63,200,586,382,1
39.62,2664.47,14.61,4.58,25,38,80,0
77.42,12721.58,379.69,3.09,972,552,575,1
84.87,15299.46,102.31,88.94,151,362,286,1
90.4,11009.03,325.41,21.72,273,101,862,1
55.05,1900.66,2.04,3.12,78,33,59,0
38.05,3570.93,10.47,1.77,30,63,31,0
90.95,10098.93,359.64,14.63,419,567,602,1
20.89,5604.14,8.56,1.3,50,64,79,0
93.07,15302.07,420.65,92.91,848,387,320,1
88.63,12452.82,309.78,30.39,388,187,299,1
95.72,12586.84,34.17,50.19,290,141,450,1
51.57,645.32,6.25,2.13,26,23,42,0
25.0,5688.73,4.59,4.55,60,99,58,0
80.81,10599.05,428.25,60.15,652,563,315,1
38.84,658.76,14.95,3.77,24,44,39,0
82.88,10938.38,108.18,97.91,409,247,342,1
78.91,12698.15,482.98,67.04,675,906,581,1
82.16,11226.36,99.17,97.43,443,705,246,1
47.48,3203.32,5.76,0.35,39,19,3,0
59.99,4832.55,5.53,0.07,67,3,3,0
5.78,1284.41,0.91,1.63,55,2,6,0
77.84,6180.8,317.05,99.6,679,212,629,1
68.24,5940.51,5.55,0.84,40,66,37,0
67.06,3299.29,12.41,0.69,78,20,74,0
66.37,4481.34,3.11,3.48,63,13,61,0
43.99,710.08,4.3,3.12,92,41,40,0
72.85,9170.86,471.15,23.74,747,599,977,1
69.42,4993.26,6.69,3.27,71,58,56,0
82.33,11087.93,231.19,50.18,283,166,533,1
70.55,13102.98,268.55,79.75,176,245,159,1
96.97,7562.88,91.81,48.98,988,767,519,1
70.94,12740.04,109.4,6.45,240,353,920,1
58.89,5751.56,9.02,0.54,56,68,73,0
46.56,941.14,1.09,2.82,55,82,33,0
38.19,5223.93,12.94,1.38,22,63,40,0
33.24,3986.32,12.72,4.27,27,7,63,0
92.83,9496.27,485.23,58.23,939,578,247,1
75.48,8018.53,158.92,23.1,594,698,702,1
69.57,4355.96,13.66,0.14,100,79,16,0
38.56,4319.08,9.17,2.96,40,57,56,0
83.09,9091.91,187.11,7.45,470,798,483,1
71.61,11726.97,15.98,56.19,467,664,923,1
44.48,2901.66,1.64,1.85,58,72,6,0
90.38,14136.67,465.11,14.33,424,716,300,1
72.57,15406.02,361.97,84.34,128,478,444,1
94.61,11366.1,453.54,26.25,107,205,467,1
6.8,4331.79,5.33,0.69,46,73,56,0
80.06,14198.12,295.9,6.36,670,742,465,1
53.04,364.59,6.62,3.85,54,0,19,0
21.42,4280.27,3.84,4.91,35,33,60,0
89.4,6851.62,413.14,89.46,981,460,198,1
62.49,4998.58,11.89,2.2,6,41,70,0
42.04,2098.28,1.2,2.79,60,17,47,0
79.04,8937.86,386.06,33.41,961,815,874,1
12.67,3572.32,6.59,3.61,79,78,9,0
87.41,14688.93,75.04,98.43,621,391,446,1
59.41,5863.75,8.21,2.35,32,65,99,0
72.93,6670.43,451.4,34.26,545,147,302,1
79.97,7832.17,446.69,73.56,325,349,507,1
16.91,5368.28,8.28,2.16,20,48,11,0
81.56,12829.98,36.81,92.27,122,458,642,1
41.67,1874.95,8.93,1.74,87,94,40,0
94.28,7370.87,247.5,90.14,689,707,577,1
2.58,3920.47,1.38,1.96,88,74,57,0
49.04,657.73,13.62,1.08,39,19,14,0
72.85,6588.74,457.13,81.09,288,732,728,1
75.17,8049.32,285.21,9.77,411,613,684,1
16.29,1381.65,1.31,1.42,93,57,22,0
9.82,4091.43,3.91,4.1,36,33,38,0
73.78,13703.39,363.57,62.6,243,257,748,1
28.1,308.72,12.0,3.25,74,95,5,0
97.99,11671.33,101.16,10.24,658,940,486,1
91.28,7736.82,327.84,99.58,644,421,603,1
79.6,15081.8,70.22,37.45,711,742,202,1
11.8,4423.66,2.17,4.19,18,26,27,0
95.88,12255.32,282.18,57.53,978,854,181,1
49.24,712.95,9.32,0.08,6,50,82,0
28.94,2894.99,11.4,2.6,100,67,83,0
63.63,2791.32,1.42,2.98,6,30,73,0
68.68,3198.43,4.27,0.25,19,24,46,0
81.33,10547.97,429.27,69.59,493,377,236,1
76.87,6650.04,227.42,75.2,474,793,689,1
33.75,3950.07,12.22,0.79,83,93,87,0
84.04,6385.38,254.23,38.98,423,593,875,1
45.49,1575.59,12.39,3.9,13,92,1,0
37.66,5282.5,9.31,3.68,13,84,51,0
84.69,13923.78,289.52,66.9,423,278,968,1
94.59,14191.45,121.06,42.81,484,372,809,1
12.56,1784.68,10.9,2.38,50,94,3,0
93.41,7130.24,366.78,58.58,782,775,264,1
95.46,11651.13,414.86,8.6,783,125,136,1
0.8,621.86,10.01,2.75,74,7,79,0
34.46,3978.34,7.4,2.4,68,43,0,0
11.8,5117.92,1.5,2.12,30,33,26,0
77.87,11085.43,206.72,4.8,682,274,465,1
89.89,10206.1,356.62,53.92,896,301,318,1
54.25,1827.34,4.92,2.14,19,14,58,0
88.88,8589.0,51.39,12.16,247,546,520,1
72.15,11652.81,380.72,95.25,293,778,739,1
68.01,1073.87,13.35,2.37,60,44,23,0
35.59,2973.24,7.97,1.65,96,24,42,0
68.71,2907.3,7.28,3.37,40,69,82,0
74.71,12849.01,188.64,24.76,589,786,929,1
22.21,5980.15,6.34,2.73,40,82,64,0
15.94,4614.5,5.54,2.92,73,32,38,0
19.65,58.89,0.77,2.52,20,2,71,0
89.99,13444.67,371.96,71.02,699,628,911,1
69.03,3579.09,1.53,0.57,42,0,82,0
18.65,5706.4,1.75,2.91,27,82,79,0
63.48,2397.11,8.88,1.71,64,46,16,0
92.9,9923.93,377.5,72.66,421,712,230,1
88.97,6720.03,199.91,47.41,707,393,582,1
88.97,10938.3,337.69,98.27,209,188,500,1
88.81,11740.91,397.12,57.14,776,401,538,1
14.73,5430.02,0.74,2.61,67,3,46,0
72.49,11625.67,353.26,25.38,359,957,770,1
91.14,8833.3,195.45,28.6,474,994,415,1
73.51,12522.8,160.47,39.7,943,979,458,1
81.24,10833.05,433.22,97.88,616,672,767,1
83.07,9540.19,134.02,46.04,972,584,161,1
29.14,4811.98,8.45,3.11,37,67,12,0
59.93,749.5,0.68,1.48,100,10,40,0
61.58,2661.21,3.81,3.92,11,17,47,0
70.2,6267.96,147.55,62.0,365,488,382,1
28.6,1656.89,7.83,4.83,30,11,20,0
68.54,525.13,13.58,1.81,83,91,47,0
73.49,7897.49,24.85,81.24,542,585,543,1
69.57,793.05,11.3,1.48,50,36,58,0
4.28,4266.52,3.18,0.91,43,60,85,0
28.49,526.53,0.05,1.35,51,85,2,0
17.45,1818.48,5.65,1.33,24,80,30,0
78.42,8794.3,404.07,34.18,942,226,651,1
76.77,15496.58,95.97,16.54,992,634,276,1
85.81,10088.17,319.53,52.95,117,850,427,1
76.94,11300.77,244.22,66.12,942,575,433,1
77.19,7312.88,81.31,37.03,259,517,613,1
43.65,430.39,9.53,1.0,86,24,31,0
11.88,1521.91,0.86,1.08,81,77,16,0
59.87,869.85,1.98,3.82,13,26,41,0
12.24,1818.01,8.44,2.63,100,77,45,0
68.22,2531.3,12.18,4.01,17,5,73,0
20.64,5168.01,6.36,2.07,46,63,59,0
14.0,1187.78,10.92,2.09,100,37,81,0
73.01,6948.36,378.98,98.39,544,634,167,1
98.04,10498.07,182.04,66.93,224,822,884,1
46.84,5153.82,1.3,2.55,45,23,55,0
78.09,7158.89,180.63,30.34,332,815,888,1
90.35,11121.53,107.53,68.83,155,207,172,1
62.43,2617.51,12.71,0.88,12,78,24,0
6.35,5102.65,8.53,4.26,66,68,57,0
25.6,628.54,9.8,3.05,91,38,54,0
64.23,2733.3,8.43,3.04,31,45,8,0
40.07,3500.57,5.91,1.25,74,88,6,0
74.08,6810.7,474.37,55.61,608,636,811,1
78.6,9878.99,368.48,98.42,591,544,353,1
77.21,7252.9,231.84,84.91,269,463,737,1
87.24,12396.91,429.75,30.36,895,141,689,1
20.09,1543.48,6.46,1.96,13,21,80,0
77.98,6919.47,52.69,8.23,619,466,333,1
65.75,542.15,10.38,4.89,70,7,25,0
88.02,10115.14,241.64,15.76,676,846,874,1
66.85,4743.39,12.93,2.34,3,2,13,0
93.23,15043.42,150.33,87.92,812,403,439,1
60.52,2002.91,1.93,2.46,100,40,35,0
71.15,11685.59,341.96,19.77,397,548,702,1
2.38,1128.95,12.81,1.72,68,44,15,0
97.39,9608.27,57.11,5.41,505,123,495,1
94.03,7052.07,103.08,17.99,844,355,737,1
33.39,5102.86,11.17,0.12,100,96,60,0
80.76,11395.1,249.83,76.02,291,811,553,1
97.7,12637.67,483.41,70.35,535,520,542,1
90.5,14454.82,255.77,29.42,452,699,757,1
96.72,13330.29,264.11,23.53,855,935,240,1
85.69,7552.45,143.08,47.47,294,234,573,1
28.14,273.98,3.3,4.48,13,28,73,0
77.51,8854.85,187.36,15.75,958,491,874,1
22.35,431.03,8.01,0.75,41,57,32,0
54.37,4624.84,2.59,4.64,29,32,33,0
14.04,5977.52,6.96,1.23,71,13,54,0
66.3,3013.29,2.18,2.72,39,74,18,0
